Zen2 measurement skipped.
   |-- Port01 FP (2 read op) --|--LATENCY--IIDOMAIN--FFDOMAIN--IFDOMAIN--FIDOMAIN-----GPR-------PORT0----PORT1-----PORT01----PORT03-----PORT2----PORT12----PORT23--PORT0123----PORT45------LDs-
208|PEXTRB gpr64<-x            |   700114,   900025,  1100158,  1100084,  1100121,  1600102,   800236,   800310,   996558,   808006,  1248787,  1205830,   996521,  1000332,  1600028,   879046,
209|PEXTRW gpr32<-x            |   700077,   900025,  1100121,  1100121,  1100047,  1600139,   800273,   800273,   996558,   806674,  1184555,  1208864,  1001294,  1000702,  1604320,   800162,
210|PEXTRW gpr64<-x            |   700077,   900025,  1104302,  1100121,  1100158,  1604986,   800273,   800273,   996558,   800162,  1199133,  1200132,   996558,  1000406,  1600176,   845154,
211|PEXTRD gpr32<-x            |   700077,   900025,  1104820,  1100047,  1100047,  1604949,   800236,   800273,   996558,   810152,  1184518,  1212009,   996558,  1000443,  1605356,   900173,
212|PEXTRQ gpr64<-x            |   700077,   900099,  1100084,  1104339,  1100158,  1600139,   800273,   800347,   996521,   810189,  1248787,  1205867,   996521,  1000295,  1600176,   827061,
213|PINSRB x<-gpr32            |   700114,   900099,  1000036,  1100121,  1000073,  1400154,  1022051,  1022051,  1143892,  1000147,  1600102,  1601841,  1573573,  1380174,  1011025,  1300180,
214|PINSRW x<-gpr32            |   700077,   900062,  1000184,  1100084,  1000073,  1400117,  1022014,  1028341,  1144003,  1000110,  1600102,  1600213,  1573277,  1408072,  1006030,  1200132,
215|PINSRD x<-gpr32            |   705294,   904206,  1000073,  1100084,  1000110,  1400191,  1022014,  1022051,  1143929,  1006955,  1600139,  1601508,  1573351,  1380211,  1011025,  1300180,
216|PINSRQ x<-gpr64            |   700077,   900136,  1000073,  1104117,  1000073,  1400154,  1035297,  1021903,  1158248,  1006548,  1606133,  1608834,  1573499,  1383504,  1165685,  1200132,
217|CVTSS2SI gpr32<-x          |  1000073,  1204424,  1200058,  1400080,  1200132,  1606503,   806341,   800273,   800125,   950123,  1242756,   937025,  1200317,  1094201,  1600139,   800199,
218|CVTSS2SI gpr64<-x          |  1000147,  1204609,  1200095,  1400154,  1208901,  1600065,   800273,   800347,   800162,   950160,  1191622,   937025,  1200280,  1094275,  1600139,   900136,
219|CVTSD2SI gpr32<-x          |  1000073,  1200058,  1200058,  1400117,  1200095,  1605319,   800310,   800310,   800162,   954711,  1191659,   950123,  1200095,  1093165,  1604949,   800199,
220|CVTSD2SI gpr64<-x          |  1000036,  1200095,  1200058,  1404335,  1200058,  1600176,   800273,   800310,   800125,   950160,  1191585,   937025,  1200317,  1094682,  1600028,   800199,
221|CVTSI2SS x<-gpr32          |  1000147,  1300069,  1200132,  1300106,  1400080,  1400154,   900321,   906204,  1000147,  1396787,  1605948,  1600176,  1774372,  1380174,   901172,  1200169,
222|CVTSI2SS x<-gpr64          |  1000036,  1300106,  1200058,  1300106,  1404298,  1400154,   900284,   900358,  1000221,  1397823,  1600139,  1605134,  1758018,  1383504,   988381,  1300143,
223|CVTSI2SD x<-gpr32          |  1005734,  1304176,  1200058,  1300106,  1400080,  1406037,   907647,   906648,  1006363,  1397823,  1600213,  1604838,  1793760,  1380174,   921818,  1200169,
224|CVTSI2SD x<-gpr64          |  1000073,  1300106,  1200058,  1300106,  1400080,  1400191,   900284,   900321,  1000110,  1396713,  1600102,  1600176,  1754429,  1417174,  1034187,  1200206,
225|EXTRACTPS gpr32<-x i       |   700077,   900025,  1100084,  1100047,  1100047,  1600139,   800310,   800347,  1001109,   810152,  1199133,  1208827,   996669,  1000406,  1600139,   900247,
226|PMOVMSKB gpr32<-x          |   600103,   800088,  1000147,  1000110,  1000147,  1605430,   800273,   800310,   800162,   800125,   800125,   800125,   800162,   800125,  1600139,   827209,
227|PMOVMSKB gpr64<-x          |   600103,   800088,  1000036,  1000036,  1004476,  1604468,   800273,   800273,   800125,   804935,   900136,   800162,   800162,   800162,  1600102,   800125,
228|MOVMSKPD gpr32<-x          |   600066,   800088,  1000110,  1000073,  1000147,  1050097,   980315,   968586,   941465,   958374,   979464,   972027,   971472,  1000221,  1237391,  1133421,
229|MOVMSKPD gpr64<-x          |   600140,   800125,  1000036,  1000110,  1000036,   966847,   982091,   971620,   971546,   966736,  1050171,   950123,   942945,  1006807,  1253005,  1133495,
230|MOVMSKPS gpr32<-x          |   600103,   800088,  1004365,  1000073,  1000147,   900136,   982128,   966921,   942982,   948236,  1050134,   973063,   951455,   964664,  1205349,  1133495,
231|MOVMSKPS gpr64<-x          |   600066,   800125,  1000073,  1004328,  1004439,   939023,   966958,   966958,   951936,   948236,  1050134,   970880,   956413,  1000110,  1225255,  1133421,
232|PTEST f<-x1 x1             |   800162,  1004550,  1200169,  1200095,  1200132,  1000110,   800347,   800347,   993709,   826062,  1127057,  1200132,  1006511,  1000517,  1169903,   856402,
233|COMISD f<-x1 x1            |   900099,  1104154,  1100158,  1300106,  1100158,  1000110,   813149,   800273,   813630,   945387,  1120989,   947163,  1200095,  1001220,  1166758,   856365,
234|COMISS f<-x1 x1            |   900062,  1100121,  1100158,  1300106,  1100195,  1000110,   818662,   805120,   800162,   945387,  1126983,   955710,  1200095,  1000776,  1197542,   857327,
235|UCOMISD f<-x1 x1           |   900099,  1100121,  1100158,  1300106,  1100158,  1000221,   819476,   800273,   826173,   971509,  1100195,   926480,  1200095,  1000369,  1166721,   861693,
236|UCOMISS f<-x1 x1           |   900062,  1100084,  1100121,  1300106,  1100084,  1000221,   813186,   800236,   820142,   950974,  1120915,   955636,  1200132,  1001220,  1166758,   856402,
   |---------- uCode ----------|--LATENCY--IIDOMAIN--FFDOMAIN--IFDOMAIN--FIDOMAIN-----GPR-------PORT0----PORT1-----PORT01----PORT03-----PORT2----PORT12----PORT23--PORT0123----PORT45------LDs-
238|HADDPD x1<-x1 x2           |   624042,   873089,   877270,   868094,  1065896,  1600213,  1605467,  1600361,  1600213,  1600213,  1881006,  1745623,  1605985,  1600213,  1600139,  1600176,
239|HADDPS x1<-x1 x2           |   623968,   872201,   872719,   867058,  1071483,  1600213,  1606022,  1600361,  1610166,  1600176,  1881339,  1750692,  1605985,  1600176,  1600213,  1600102,
240|HSUBPD x1<-x1 x2           |   624005,   872756,   876493,   867317,  1066340,  1600176,  1600324,  1600287,  1600139,  1600139,  1842674,  1750655,  1605726,  1600213,  1605800,  1600102,
241|HSUBPS x1<-x1 x2           |   624005,   872201,   876493,   866836,  1067154,  1607317,  1600324,  1605615,  1600213,  1605504,  1881117,  1755613,  1605689,  1606466,  1600139,  1600213,
242|PHADDW x1<-x1 x2           |   200207,   478706,   668035,   668590,   667517,  1600102,  1606984,  1605726,  1600102,  1605726,  1600102,  1600102,  1600102,  1600176,  1600139,  1606022,
243|PHADDD x1<-x1 x2           |   200207,   478891,   668072,   668590,   666777,  1600213,  1600361,  1600324,  1600176,  1605763,  1600102,  1600139,  1600176,  1607724,  1600176,  1606392,
244|PHADDSW x1<-x1 x2          |   200096,   479150,   672845,   672327,   670514,  1600250,  1606503,  1600361,  1606614,  1606318,  1606281,  1600176,  1605541,  1600139,  1600139,  1600102,
245|PHSUBW x1<-x1 x2           |   200170,   478743,   668035,   668849,   666962,  1600102,  1600287,  1600250,  1605615,  1600250,  1606540,  1605837,  1605578,  1600139,  1600102,  1600102,
246|PHSUBD x1<-x1 x2           |   200133,   478891,   668405,   669256,   666999,  1600176,  1605578,  1600324,  1600139,  1605467,  1600102,  1600213,  1606059,  1607909,  1600176,  1600102,
247|PHSUBSW x1<-x1 x2          |   200096,   479150,   672697,   672068,   670958,  1606947,  1600435,  1605652,  1605430,  1600176,  1600176,  1605985,  1600139,  1600139,  1600139,  1600102,
248|DPPD x1<-x1 x2             |   900136,  1300069,  1100121,  1300106,  1300106,  2406295,  2405814,  2406036,  2400153,  2400190,  2500164,  2400116,  2400116,  2400153,  2400116,  2406073,
249|DPPS x1<-x1 x2             |  1500128,  1905167,  1700039,  1904131,  1910384,  3400115,  3207234,  3200352,  3200167,  3200167,  3406183,  3200167,  3201277,  3206457,  3200130,  3400152,
250|PCLMULQDQ x1<-x1 x2 i      |   423909,   672697,   867206,   864653,   866836,  1600176,  1618824,  1605541,  1606651,  1610462,  1700150,  1606355,  1600176,  1607872,  1600102,  1600102,
251|MPSADBW x1<-x1 x2 i        |   476079,   673178,   868168,   870166,   867095,  1606355,  1605541,  1606947,  1600139,  1615642,  1600102,  1600102,  1600102,  1600139,  1600139,  1600139,
252|EXTRQ x<-i i               |   300144,   501239,   700077,   700077,   700262,  1000221,   800310,   800347,  1204276,  1044584,  1106226,  1048802,   800162,  1200206,   800125,   800162,
253|INSERTQ x<-x i i           |   312502,   501276,   700114,   700114,   700262,  1000184,   797387,   830317,  1200095,  1051466,  1000147,  1019942,   800199,  1225588,   942982,   900136,
   |---------- HW SHA ----------|--LATENCY--IIDOMAIN--FFDOMAIN--IFDOMAIN--FIDOMAIN-----GPR-------PORT0----PORT1-----PORT01----PORT03-----PORT2----PORT12----PORT23--PORT0123----PORT45------LDs-
255|SHA1MSG1 x1<-x1 x2         |   200133,   400081,   600103,   600103,   600103,  1306285,  1242127,  1200021,  1432270,  1200206,  1696080,  1676174,  1431826,  1635585,  1006252,  1225218,
256|SHA1MSG2 x1<-x1 x2         |   100159,   300070,   500055,   500092,   500166,  1000147,   800347,   800310,  1254374,   800236,  1556590,  1604357,  1259702,  1216005,   800125,   800199,
257|SHA1NEXTE x1<-x1 x2        |   100122,   300107,   500055,   500055,   500092,  1000258,  1150256,  1200317,  1605060,  1306026,  1006067,  1254966,   800125,  1200206,   800125,   807562,
258|SHA1RNDS4 x1<-x1 x2 i      |   600066,   800125,  1000110,  1000110,  1004365,  1600139,  1489028,  1600287,  1650126,  1600102,  1600102,  1600102,  1604209,  1660930,  1604505,  1600102,
259|SHA256MSG1 x1<-x1 x2       |   200096,   400081,   600103,   600103,   600066,  1300180,  1242645,  1203018,  1432270,  1200169,  1696561,  1646574,  1422391,  1600139,  1005993,  1225144,
260|SHA256MSG2 x1<-x1 x2       |   375439,   581566,   775076,   772227,   771524,  1600176,  1600324,  1606281,  1600213,  1600213,  1798755,  1745179,  1600213,  1600139,  1600213,  1600213,
261|SHA256RNDS2 x1<-x1 x2 x0   |   400118,   600066,   800051,   800088,   800088,  1606096,  1493468,  1600213,  1650126,  1638952,  1600102,  1600139,  1604135,  1675138,  1650126,  1600102,
   |---------- SSE4.2 ----------|--LATENCY--IIDOMAIN--FFDOMAIN--IFDOMAIN--FIDOMAIN-----GPR-------PORT0----PORT1-----PORT01----PORT03-----PORT2----PORT12----PORT23--PORT0123----PORT45------LDs-
263|PCMPESTRI x0-<x1 x2 i      |   300218,   343397,   400118,   465571,   486032,  2406295,  2400301,  2400264,  2400153,  2400153,  2406591,  2400227,  2400153,  2400190,  2400153,  2400153,
264|PCMPESTRM x0-<x1 x2 i      |   639841,   883042,  1005438,  1001590,  1001257,  2400190,  2400301,  2400264,  2406036,  2400227,  3196504,  2736446,  2763234,  2879673,  2400227,  2400227,
265|PCMPISTRI x0-<x1 x2 i      |   200133,   200133,   306397,   400044,   420172,  1600102,  1605467,  1600324,  1600139,  1600139,  1606503,  1605430,  1600176,  1613533,  1600176,  1600213,
266|PCMPISTRM x0-<x1 x2 i      |   600066,   800088,  1000147,  1000110,  1000036,  1600176,  1600324,  1605800,  1600213,  1600176,  1600139,  1600102,  1600102,  1600139,  1600139,  1606244,
   |---------- MMX ----------  |--LATENCY--IIDOMAIN--FFDOMAIN--IFDOMAIN--FIDOMAIN-----GPR-------PORT0----PORT1-----PORT01----PORT03-----PORT2----PORT12----PORT23--PORT0123----PORT45------LDs-
   |-------- Port0123 -------- |--LATENCY--IIDOMAIN--FFDOMAIN--IFDOMAIN--FIDOMAIN-----GPR-------PORT0----PORT1-----PORT01----PORT03-----PORT2----PORT12----PORT23--PORT0123----PORT45------LDs-
269|PAND m1<-m1 m2             |   100159,   300144,   300070,   300070,   300070,  1500128,  1630035,  1000369,  1200169,  1200169,  1500128,  1200169,  1206237,  1606022,  1000221,  1300180,
270|PANDN m1<-m1 m1            |   100122,   106856,   100159,   100159,   100122,  1600139,  1606133,  1000332,  1200169,  1200169,  1500091,  1200169,  1200169,  1605948,  1000221,  1300180,
271|PANDN m1<-m1 m2            |   100122,   100122,   100159,   100196,   100196,  1500165,  2145001,  1144928,  1250119,  1362932,  1638545,  1239759,  1250230,  1600176,  1000110,  1300180,
272|POR m1<-m1 m2              |   100159,   300107,   304917,   300107,   300033,  1500165,  1659191,  1000258,  1231434,  1246493,  1500165,  1200132,  1200132,  1600213,  1106041,  1400154,
273|PXOR m1<-m1 m1             |   100159,   100122,   100159,   100159,   100196,  1511339,  1606910,  1000332,  1200169,  1200169,  1500165,  1200169,  1200169,  1600213,  1000147,  1300143,
274|PXOR m1<-m1 m2             |   100159,   100159,   100122,   100122,   100159,  1600176,  2139636,  1123838,  1266843,  1362858,  1647388,  1242238,  1250156,  1600102,  1000184,  1300143,
275|PADDB m1<-m1 m2            |   100159,   300144,   300107,   308950,   300144,  1500165,  1636806,  1000295,  1212675,  1246567,  1506196,  1200132,  1205867,  1605874,  1000110,  1300217,
276|PADDW m1<-m1 m2            |   100233,   300181,   300107,   300070,   300070,  1500165,  1632699,  1000369,  1231434,  1246456,  1500202,  1200132,  1200169,  1600102,  1100158,  1400191,
277|PADDD m1<-m1 m2            |   100159,   300033,   300144,   300144,   300070,  1500202,  1600361,  1000332,  1200169,  1200169,  1506048,  1200206,  1222369,  1605726,  1000221,  1300217,
278|PADDQ m1<-m1 m2            |   100159,   300144,   300144,   300144,   300070,  1604283,  1624041,  1000332,  1231397,  1246567,  1500128,  1200169,  1229066,  1600176,  1000221,  1300217,
279|PSUBB m1<-m1 m2            |   100122,   100159,   100159,   100196,   100196,  1505974,  2145001,  1123838,  1295074,  1362895,  1640099,  1251340,  1250119,  1600139,  1006770,  1300180,
280|PSUBW m1<-m1 m2            |   100122,   107596,   100233,   100159,   100196,  1500165,  2139710,  1123801,  1264956,  1362932,  1638767,  1262033,  1250156,  1606022,  1100158,  1400154,
281|PSUBD m1<-m1 m2            |   100122,   100159,   100159,   100122,   100196,  1500165,  2139636,  1112775,  1288673,  1358048,  1638841,  1251340,  1250230,  1606318,  1006252,  1306729,
282|PSUBQ m1<-m1 m2            |   100159,   100159,   100159,   100159,   100159,  1600213,  2145260,  1112738,  1250230,  1368149,  1640321,  1239870,  1250156,  1610832,  1000258,  1300180,
   |-------- Port01 ---------- |--LATENCY--IIDOMAIN--FFDOMAIN--IFDOMAIN--FIDOMAIN-----GPR-------PORT0----PORT1-----PORT01----PORT03-----PORT2----PORT12----PORT23--PORT0123----PORT45------LDs-
284|PADDSB m1<-m1 m2           |   100196,   300033,   300144,   300070,   300107,  1200169,  1535130,  1200280,  1604838,  1306026,  1100121,  1255188,   800125,  1214414,   800088,  1000184,
285|PADDSW m1<-m1 m2           |   100122,   300144,   300144,   300033,   300107,  1100158,  1535093,  1200243,  1600065,  1305989,  1100158,  1255225,   800162,  1200132,   800162,   900136,
286|PSUBSB m1<-m1 m2           |   100122,   100159,   100196,   100196,   100122,  1200132,  1936765,  1200280,  1605652,  1370295,  1100158,  1295555,   800162,  1221592,   800088,  1000221,
287|PSUBSW m1<-m1 m2           |   100159,   100233,   100159,   100159,   100196,  1100195,  1930216,  1200280,  1605467,  1365966,  1113034,  1295518,   805934,  1200169,   800162,   901468,
288|PABSB m1<-m1               |   100196,   300070,   300181,   300033,   300144,  1100121,  1540162,  1200280,  1604394,  1306026,  1100195,  1255262,   800125,  1226106,   800162,   901616,
289|PABSW m1<-m1               |   100122,   300070,   300144,   300144,   300144,  1106041,  1535093,  1200280,  1600065,  1305989,  1100121,  1255262,   800125,  1200169,   800088,  1000147,
290|PABSD m1<-m1               |   100122,   300107,   300144,   300144,   300033,  1100195,  1540273,  1200280,  1600102,  1306063,  1100121,  1255262,   800162,  1228326,   800088,   906352,
291|PAVGB m1<-m1 m2            |   100233,   300070,   300144,   300070,   300107,  1100158,  1535130,  1200243,  1604209,  1305989,  1100195,  1255151,   800125,  1228252,   806600,   900173,
292|PAVGW m1<-m1 m2            |   100196,   300144,   300144,   300144,   300107,  1106300,  1535093,  1200280,  1600102,  1306026,  1100195,  1255225,   800162,  1214525,   800162,   900210,
293|PSIGNB m1<-m1 m2           |   100159,   300070,   300144,   300144,   300144,  1206866,  1535130,  1200317,  1604949,  1327745,  1106078,  1255151,   800162,  1214488,   800125,   900136,
294|PSIGNW m1<-m1 m2           |   100159,   300107,   300033,   300144,   300070,  1100158,  1535093,  1200280,  1600102,  1306063,  1100158,  1255225,   800199,  1214414,   800125,   900099,
295|PSIGND m1<-m1 m2           |   100159,   300144,   300144,   300033,   300144,  1100158,  1535130,  1200280,  1609056,  1306026,  1100158,  1255262,   800162,  1200132,   800125,  1000147,
   |---------- Port12 ---------|--LATENCY--IIDOMAIN--FFDOMAIN--IFDOMAIN--FIDOMAIN-----GPR-------PORT0----PORT1-----PORT01----PORT03-----PORT2----PORT12----PORT23--PORT0123----PORT45------LDs-
297|PSLLW m1<-m1 m2            |   100159,   304066,   300144,   300107,   300107,  1100158,  1206163,  1136048,  1255188,   807599,  1548191,  1600102,  1255188,  1205941,   800088,   900136,
298|PSRLW m1<-m1 m2            |   100159,   300070,   300070,   300144,   300107,  1100121,  1206126,  1152217,  1255299,   800162,  1560956,  1600102,  1255151,  1210270,   800088,   900173,
299|PSRAW m1<-m1 m2            |   100196,   300070,   300107,   300144,   300144,  1100121,  1200280,  1152180,  1255188,   800162,  1547821,  1600139,  1255262,  1215006,   800125,   900136,
300|PSLLD m1<-m1 m2            |   100196,   300144,   300107,   300144,   300107,  1100158,  1200354,  1152217,  1255299,   800199,  1547932,  1604246,  1255188,  1200132,   800125,   900136,
301|PSRLD m1<-m1 m2            |   100159,   300144,   300070,   300070,   300070,  1100121,  1200354,  1146186,  1255225,   800125,  1556590,  1600065,  1248343,  1206163,   800162,   900136,
302|PSRAD m1<-m1 m2            |   100159,   300033,   300107,   300070,   300144,  1106596,  1200317,  1152254,  1254633,   800125,  1547858,  1600139,  1254670,  1214969,   800162,   900136,
303|PSLLQ m1<-m1 m2            |   100159,   300070,   300107,   300144,   300107,  1100158,  1200280,  1147185,  1260146,   800162,  1555258,  1600139,  1255262,  1200169,   800088,   900136,
304|PSRLQ m1<-m1 m2            |   100122,   300107,   300144,   300107,   300144,  1100158,  1200280,  1152254,  1259554,   800125,  1561807,  1600139,  1255262,  1205756,   800125,   900210,
305|PSLLW m<-m i               |   100122,   300107,   300107,   300070,   300107,  1200132,  1200354,  1138342,  1255188,   800162,  1547821,  1600065,  1255188,  1200169,   800162,   906204,
306|PSRLW m<-m i               |   100196,   300144,   300033,   300107,   300070,  1100158,  1200317,  1152217,  1255225,   800125,  1548228,  1605467,  1255188,  1214969,   800088,   900136,
307|PSRAW m<-m i               |   100122,   300144,   300070,   300070,   304362,  1106263,  1200280,  1160875,  1255225,   800162,  1547895,  1600102,  1255225,  1200169,   800088,  1000184,
308|PSLLD m<-m i               |   100196,   300107,   300107,   300070,   300070,  1100195,  1200354,  1156324,  1255188,   800162,  1556738,  1604542,  1255151,  1218780,   800162,   900210,
309|PSRLD m<-m i               |   100196,   300107,   300144,   304362,   300070,  1200132,  1206903,  1152217,  1255225,   800199,  1547858,  1604764,  1245864,  1200132,   806341,   900173,
310|PSRAD m<-m i               |   100233,   300070,   300107,   300144,   300107,  1100158,  1200280,  1152217,  1255225,   800162,  1555998,  1604394,  1255262,  1200169,   800125,   900136,
311|PSLLQ m<-m i               |   100159,   300107,   304547,   300144,   300144,  1100158,  1200317,  1152254,  1255188,   800162,  1547932,  1600065,  1254929,  1230879,   800125,  1000221,
312|PSRLQ m<-m i               |   100159,   300144,   300070,   300144,   300144,  1100158,  1200354,  1156213,  1255262,   806415,  1551410,  1604431,  1255225,  1200206,   800162,   906907,
313|PSHUFD m1<-m1 i            |   100159,   300144,   300033,   300144,   300033,  1100121,  1206126,  1152217,  1255188,   800125,  1548191,  1604727,  1255151,  1215006,   800125,   900136,
314|PALIGNR m1<-m1 m2 i        |   100196,   300033,   300144,   300144,   300070,  1100121,  1200280,  1147666,  1255151,   805971,  1556220,  1600065,  1255225,  1200169,   800199,   900210,
315|PUNPCKLBW m1<-m1 m2        |   100122,   300144,   300033,   300107,   300070,  1100195,  1200280,  1149775,  1260479,   800199,  1556331,  1604283,  1259554,  1200132,   800125,   900136,
316|PUNPCKHBW m1<-m1 m2        |   100159,   300144,   300144,   300107,   300033,  1100158,  1200280,  1160875,  1255151,   800125,  1547858,  1604172,  1255151,  1215006,   800125,   900210,
317|PUNPCKLWD m1<-m1 m2        |   100122,   300144,   300107,   300107,   304510,  1100158,  1200354,  1152328,  1255225,   800162,  1547821,  1605134,  1255225,  1209160,   800125,   900210,
318|PUNPCKHWD m1<-m1 m2        |   100122,   300107,   300144,   300070,   300107,  1100158,  1200354,  1152217,  1255262,   800125,  1547784,  1604542,  1255188,  1214969,   800125,   907499,
319|PUNPCKLDQ m1<-m1 m2        |   100122,   300033,   300144,   300144,   300107,  1100121,  1200317,  1152291,  1255151,   800125,  1548191,  1600065,  1252524,  1200132,   800199,   900173,
320|PUNPCKHDQ m1<-m1 m2        |   100122,   300107,   300033,   300107,   300107,  1100121,  1200317,  1149516,  1259517,   800162,  1547932,  1600065,  1255151,  1200169,   807266,   900136,
321|PACKSSWB m1<-m1 m2         |   100196,   300070,   304140,   300144,   300144,  1100121,  1200317,  1150848,  1255151,   800162,  1556738,  1600102,  1255188,  1212712,   800125,   906315,
322|PACKUSWB m1<-m1 m2         |   100159,   300107,   300070,   300070,   300144,  1100195,  1200280,  1152254,  1255151,   800236,  1551558,  1604283,  1255225,  1207236,   800199,   900136,
323|PACKSSDW m1<-m1 m2         |   100122,   300144,   300144,   300107,   305139,  1100158,  1206940,  1147555,  1255225,   800162,  1547821,  1600176,  1255262,  1206311,   800162,   900173,
   |--------- Port03 ----------|--LATENCY--IIDOMAIN--FFDOMAIN--IFDOMAIN--FIDOMAIN-----GPR-------PORT0----PORT1-----PORT01----PORT03-----PORT2----PORT12----PORT23--PORT0123----PORT45------LDs-
325|PMULHW m1<-m1 m2           |   303955,   500092,   500055,   500092,   504717,  1100121,  1551521,  1228215,  1305989,  1604209,  1100158,   800125,  1310762,  1241535,   800162,   906685,
326|PMULHUW m1<-m1 m2          |   300107,   500055,   500129,   500129,   500092,  1100121,  1557811,  1228178,  1306026,  1604505,  1100195,   800125,  1306063,  1249009,   800088,   900173,
327|PMULLW m1<-m1 m2           |   309024,   500129,   500092,   500129,   504273,  1100121,  1556997,  1228215,  1305989,  1600139,  1106078,   800162,  1333443,  1252006,   800125,   900136,
328|PMULUDQ m1<-m1 m2          |   300107,   500055,   500055,   500055,   500129,  1100121,  1556590,  1228178,  1306026,  1600176,  1100158,   800199,  1306026,  1241461,   800125,   905538,
329|PMADDWD m1<-m1 m2          |   300033,   500129,   500092,   500055,   500055,  1100158,  1556257,  1228215,  1306026,  1600102,  1100158,   800162,  1311058,  1241572,   800088,   900136,
   |-------- MMX<->GPR --------|--LATENCY--IIDOMAIN--FFDOMAIN--IFDOMAIN--FIDOMAIN-----GPR-------PORT0----PORT1-----PORT01----PORT03-----PORT2----PORT12----PORT23--PORT0123----PORT45------LDs-
331|PMOVMSKB gpr32<-m          |   704110,   900062,   900099,   900062,   900136,   900173,  1000295,   978835,   958670,   939023,   978095,   965404,   964886,  1000184,  1594145,  1133495,
332|MOVD gpr32<-m              |   700077,   900062,   900062,   904428,   900025,  1609278,  1000295,   800310,   800162,   800088,   900136,   800088,   800088,   800125,  1604357,   800162,
333|MOVD m<-gpr32              |   700077,   900062,   900062,   900062,   900025,  1400191,  1006733,  1006215,  1000110,  1000184,  1600176,  1539422,  1529728,  1383504,   900284,  1200132,
334|PEXTRW gpr32<-m i          |   800162,  1000110,  1000036,  1000073,  1000073,  1605393,   888814,   800310,  1002552,   800125,  1110999,  1205867,   996558,  1000369,  1600102,   906463,
335|PINSRW m<-gpr32 i          |   700114,   900062,   900099,   900136,   900099,  1400191,  1110407,  1111221,  1143855,  1000184,  1606096,  1600139,  1573462,  1408553,  1000221,  1200169,
   |-------- MMX<->XMM --------|--LATENCY--IIDOMAIN--FFDOMAIN--IFDOMAIN--FIDOMAIN-----GPR-------PORT0----PORT1-----PORT01----PORT03-----PORT2----PORT12----PORT23--PORT0123----PORT45------LDs-
337|MOVQ2DQ xmm<-mm            |   300107,   500129,   500092,   500092,   500055,  1100121,   955747,   800310,   800199,   800125,  1100195,   800125,   800125,  1200206,   800162,  1000147,
338|MOVDQ2Q mm<-xmm            |   300144,   500092,   500092,   500129,   500055,   900099,  1006474,   800236,   800088,   881784,   906500,   800125,   800125,  1000184,   800125,   800162,
339|CVTPS2PI m<-x              |   700077,   905279,   904983,   900062,   900062,   900099,  1000258,   800310,   800125,  1170421,  1142930,  1092166,  1200095,  1146408,   800162,   800125,
340|CVTPD2PI m<-x              |   800051,  1000036,  1004143,  1004143,  1000036,  1100158,   801753,   839197,  1015539,  1140155,  1333517,  1389017,  1386982,  1200576,   800125,  1006326,
341|CVTPI2PS x<-m              |   700151,   900062,   900062,   900062,   904650,  1100158,   893032,   800273,   800199,  1012098,  1100158,  1023975,  1221518,  1329928,   800088,   900136,
342|CVTPI2PD x<-m              |   700077,   900025,   900062,   900136,   900099,  1100121,   888148,   806156,  1111739,  1426313,  1322269,  1393272,  1300106,  1364005,   800162,   900210,
   |----------- x87 -----------|--LATENCY-----GPR-------PORT0----PORT1-----PORT01----PORT03-----PORT2----PORT12----PORT23--PORT0123----PORT45------LDs-
  1|FADD32                     |   700151,  1000295,  1400302,   800236,  1150256,   800273,   800310,   800273,   820290,  1083434,   800273,   800310,
  2|FSUB32                     |   700077,  1000258,  1400302,   800199,  1150219,   800273,   800273,   800310,   820290,  1034964,   800236,   800347,
  3|FMUL32                     |   700003,  1000295,  1400228,   800236,  1150330,   800310,   800273,   800310,   819809,  1034964,   800236,   800347,
  4|FDIV32                     |  1100084,  2400153,  2194840,  3304470,  2525102,  2400153,  2406184,  2400079,  2400079,  2543232,  2400079,  2406110,
  5|FSQRT32                    |  1504198,  2400264,  3499423,  2604467,  2520218,  2400264,  2406332,  2400264,  2400227,  2478075,  2400190,  2400264,
  6|FADD64                     |   700077,  1000369,  1400228,   800236,  1150256,   800273,   800310,   800273,   820253,  1035001,   800236,   800310,
  7|FSUB64                     |   700003,  1000258,  1400228,   800310,  1150219,   804972,   800347,   800273,   809782,  1104265,   800236,   802086,
  8|FMUL64                     |   700040,  1000258,  1404557,   800273,  1150219,   800236,   800310,   800310,   820253,  1035038,   800273,   809745,
  9|FDIV64                     |  1300143,  2400153,  2200316,  3640985,  2564285,  2400079,  2406036,  2400116,  2404297,  2500127,  2405333,  2406776,
 10|FSQRT64                    |  2100083,  2406184,  4058752,  2600286,  2550225,  2404630,  2406147,  2400227,  2400227,  2533612,  2405296,  2400264,
 11|FADD80                     |   700077,  1000332,  1400228,   800310,  1150256,   800347,   800310,   800273,   807377,  1101823,   800273,   800347,
 12|FSUB80                     |   700077,  1000258,  1404668,   804639,  1150219,   800236,   800310,   800310,   820290,  1035038,   800273,   800310,
 13|FMUL80                     |   700077,  1000295,  1400265,   800273,  1154511,   800273,   800310,   805120,   810559,  1104228,   800236,   800273,
 14|FDIV80                     |  1500202,  2400116,  2200316,  3870977,  2520107,  2400116,  2406110,  2400079,  2400042,  2500201,  2405407,  2400116,
 15|FSQRT80                    |  2300105,  2406184,  4304284,  2604356,  2560659,  2404445,  2406295,  2400301,  2400227,  2600323,  2400190,  2400264,
